circuit_depth,gate_count,error_tolerance,job_type,priority_level,max_wait_time,backend_name,queue,success_rate,wait_time,status,avg_error,avg_noise,ai_confidence,processor_desc,suitability
31,849,0.0348,VQE,High,119,ibm_kingston,178,0.937,183.65,Online,0.001028,0.003684,0.844,Heron r2,0.47
97,513,0.0365,QuantumFourier,Low,392,ibm_torino,375,0.915,333.37,Online,0.001159,0.020591,0.847,Heron r1,0.394
103,878,0.0154,Grover,Low,376,ibm_kingston,350,0.937,684.99,Online,0.001029,0.003739,0.727,Heron r2,0.699
78,437,0.0059,Grover,Medium,143,ibm_marrakesh,103,0.856,181.86,Online,0.000955,0.003231,0.825,Heron r2,0.876
108,528,0.0157,QuantumFourier,Low,224,ibm_brisbane,132,0.759,101.99,Online,0.000699,0.002873,0.93,Eagle r3,0.709
152,1650,0.0475,QAOA,High,392,ibm_marrakesh,119,0.98,152.3,Online,0.000911,0.003286,0.713,Heron r2,0.314
98,1221,0.0129,VQE,High,104,ibm_kingston,142,0.852,141.08,Online,0.000975,0.003573,0.756,Heron r2,0.768
85,1654,0.028,VQE,Medium,430,ibm_pittsburgh,49,0.918,51.76,Online,0.000763,0.00465,0.819,Heron r3,0.59
83,1700,0.049,QAOA,High,573,ibm_torino,338,0.973,596.58,Online,0.001153,0.019696,0.707,Heron r1,0.24
139,1653,0.043,Grover,Medium,171,ibm_marrakesh,117,0.856,118.37,Online,0.000943,0.003175,0.885,Heron r2,0.353
184,1522,0.043,VQE,Medium,446,ibm_kingston,392,0.907,578.13,Online,0.000998,0.003709,0.861,Heron r2,0.295
113,346,0.0455,VQE,Low,554,ibm_kingston,143,0.834,279.77,Online,0.00102,0.003808,0.877,Heron r2,0.308
19,1325,0.0367,Grover,Low,251,ibm_kingston,78,0.835,97.64,Online,0.001003,0.003634,0.731,Heron r2,0.448
54,644,0.0433,VQE,Medium,592,ibm_brisbane,132,0.794,179.41,Online,0.000704,0.00302,0.716,Eagle r3,0.329
32,1149,0.019,VQE,Low,253,ibm_torino,105,0.936,202.95,Online,0.001183,0.02051,0.932,Heron r1,0.712
117,411,0.027,Grover,Low,351,ibm_torino,293,0.806,557.54,Online,0.001259,0.019058,0.928,Heron r1,0.528
41,333,0.0011,VQE,Low,558,ibm_brisbane,365,0.792,328.31,Online,0.000694,0.003003,0.716,Eagle r3,0.861
34,1048,0.0297,VQE,High,35,ibm_kingston,193,0.758,338.16,Online,0.000977,0.003543,0.778,Heron r2,0.501
55,163,0.004,QuantumFourier,Low,278,ibm_pittsburgh,245,0.789,230.0,Online,0.000769,0.004431,0.81,Heron r3,0.851
40,1476,0.0475,VQE,High,210,ibm_marrakesh,164,0.87,289.73,Online,0.00097,0.003208,0.975,Heron r2,0.282
194,194,0.0342,QAOA,Low,338,ibm_marrakesh,147,0.928,247.61,Online,0.000971,0.003236,0.915,Heron r2,0.484
91,1476,0.0443,QuantumFourier,Low,232,ibm_kingston,301,0.834,266.09,Online,0.000986,0.003699,0.985,Heron r2,0.285
21,1921,0.042,QAOA,Medium,35,ibm_marrakesh,380,0.946,571.05,Online,0.000914,0.003238,0.913,Heron r2,0.319
131,687,0.0111,Grover,Low,371,ibm_pittsburgh,26,0.951,48.1,Online,0.000788,0.004676,0.873,Heron r3,0.839
72,745,0.0391,QAOA,Medium,390,ibm_fez,186,0.877,234.46,Online,0.001284,0.00473,0.889,Heron r2,0.399
61,1243,0.0313,QAOA,Medium,374,ibm_torino,396,0.778,388.32,Online,0.001166,0.019676,0.741,Heron r1,0.435
12,810,0.0149,QuantumFourier,Low,479,ibm_torino,65,0.953,68.16,Online,0.001147,0.020851,0.989,Heron r1,0.782
113,1058,0.0115,Grover,Low,372,ibm_fez,98,0.869,126.92,Online,0.001266,0.004375,0.881,Heron r2,0.806
114,442,0.02,QAOA,High,318,ibm_torino,337,0.761,595.25,Online,0.001226,0.019552,0.849,Heron r1,0.605
128,1087,0.0167,VQE,High,33,ibm_torino,387,0.857,434.49,Online,0.001254,0.020925,0.945,Heron r1,0.658
145,233,0.0048,QAOA,Low,178,ibm_fez,92,0.924,113.15,Online,0.001252,0.004771,0.823,Heron r2,0.912
69,966,0.0074,VQE,High,253,ibm_kingston,398,0.844,270.13,Online,0.000988,0.003627,0.794,Heron r2,0.78
183,1851,0.0166,Grover,Low,535,ibm_torino,184,0.977,264.41,Online,0.001222,0.020513,0.942,Heron r1,0.734
150,1456,0.0284,QAOA,Low,490,ibm_marrakesh,167,0.944,162.3,Online,0.00093,0.003066,0.928,Heron r2,0.562
15,920,0.0176,VQE,Medium,290,ibm_pittsburgh,72,0.927,66.09,Online,0.000804,0.004517,0.802,Heron r3,0.732
106,1515,0.0478,Grover,High,551,ibm_pittsburgh,116,0.836,218.39,Online,0.000813,0.004798,0.962,Heron r3,0.28
144,1527,0.0385,VQE,Medium,596,ibm_kingston,355,0.769,590.65,Online,0.000977,0.00379,0.958,Heron r2,0.34
169,378,0.0462,VQE,Medium,269,ibm_torino,357,0.944,638.96,Online,0.001181,0.019417,0.867,Heron r1,0.269
63,542,0.0279,Grover,Medium,532,ibm_marrakesh,369,0.892,705.88,Online,0.000911,0.00327,0.907,Heron r2,0.508
46,335,0.0389,VQE,High,211,ibm_torino,258,0.798,453.26,Online,0.001232,0.020554,0.767,Heron r1,0.368
165,1766,0.01,BellState,Low,435,ibm_pittsburgh,95,0.973,179.62,Online,0.000752,0.004542,0.866,Heron r3,0.841
15,952,0.0453,QuantumFourier,Medium,505,ibm_kingston,334,0.954,199.08,Online,0.000986,0.003615,0.79,Heron r2,0.287
164,107,0.0179,BellState,Low,204,ibm_kingston,80,0.926,108.7,Online,0.001005,0.003552,0.865,Heron r2,0.729
53,1673,0.0439,VQE,Medium,345,ibm_brisbane,213,0.862,254.86,Online,0.000729,0.003144,0.865,Eagle r3,0.315
29,1661,0.019,Grover,High,369,ibm_brisbane,55,0.886,85.07,Online,0.000679,0.002902,0.84,Eagle r3,0.707
160,884,0.0422,Grover,High,209,ibm_torino,41,0.835,40.31,Online,0.001156,0.020256,0.768,Heron r1,0.382
114,1050,0.0293,QAOA,Low,519,ibm_brisbane,209,0.978,164.86,Online,0.000692,0.002878,0.86,Eagle r3,0.543
109,1818,0.042,QuantumFourier,Medium,264,ibm_pittsburgh,354,0.845,675.3,Online,0.000771,0.004402,0.817,Heron r3,0.303
36,1391,0.0202,Grover,High,183,ibm_brisbane,371,0.892,200.72,Online,0.000675,0.002957,0.75,Eagle r3,0.612
114,926,0.0303,Grover,Low,125,ibm_brisbane,214,0.84,341.31,Online,0.000726,0.002912,0.825,Eagle r3,0.5
92,1394,0.0183,QAOA,Medium,220,ibm_brisbane,277,0.811,350.48,Online,0.000704,0.002943,0.838,Eagle r3,0.647
54,998,0.0099,BellState,Medium,204,ibm_kingston,233,0.855,280.35,Online,0.000976,0.003644,0.923,Heron r2,0.788
21,1469,0.0476,BellState,Medium,78,ibm_brisbane,260,0.845,448.68,Online,0.000703,0.002876,0.936,Eagle r3,0.247
139,519,0.0296,QuantumFourier,Medium,530,ibm_marrakesh,194,0.822,367.4,Online,0.000908,0.003071,0.773,Heron r2,0.514
72,1824,0.01,VQE,Low,356,ibm_pittsburgh,256,0.841,247.02,Online,0.000803,0.004531,0.824,Heron r3,0.775
19,1973,0.0354,QuantumFourier,Low,493,ibm_brisbane,206,0.968,245.12,Online,0.00071,0.002982,0.721,Eagle r3,0.456
99,1553,0.0493,QAOA,High,505,ibm_kingston,391,0.922,635.47,Online,0.000979,0.003764,0.978,Heron r2,0.21
30,1752,0.002,Grover,Low,444,ibm_brisbane,74,0.896,58.77,Online,0.000678,0.003077,0.916,Eagle r3,0.942
77,1865,0.0406,BellState,Medium,70,ibm_marrakesh,361,0.763,317.32,Online,0.000941,0.00311,0.923,Heron r2,0.307
23,398,0.0207,Grover,Low,60,ibm_kingston,331,0.866,635.63,Online,0.000961,0.00364,0.837,Heron r2,0.614
121,1725,0.0388,Grover,Medium,214,ibm_marrakesh,203,0.889,188.91,Online,0.000959,0.003081,0.771,Heron r2,0.397
152,264,0.0496,QAOA,Low,71,ibm_torino,268,0.818,494.53,Online,0.001245,0.019186,0.882,Heron r1,0.22
166,740,0.0106,QuantumFourier,High,428,ibm_kingston,194,0.892,217.62,Online,0.000957,0.003833,0.887,Heron r2,0.795
172,1494,0.0128,VQE,Medium,575,ibm_brisbane,112,0.833,157.18,Online,0.000721,0.002955,0.738,Eagle r3,0.769
56,983,0.0242,VQE,High,416,ibm_kingston,238,0.8,451.48,Online,0.000982,0.003519,0.913,Heron r2,0.575
39,179,0.0026,QuantumFourier,High,551,ibm_kingston,198,0.892,115.45,Online,0.00095,0.003818,0.899,Heron r2,0.906
39,433,0.0058,Grover,Medium,181,ibm_brisbane,155,0.956,167.22,Online,0.000717,0.002936,0.867,Eagle r3,0.881
154,505,0.0465,QAOA,Medium,316,ibm_brisbane,304,0.795,460.77,Online,0.000699,0.003046,0.761,Eagle r3,0.242
53,172,0.046,QAOA,Medium,372,ibm_kingston,395,0.852,386.27,Online,0.000991,0.003862,0.894,Heron r2,0.242
81,851,0.0388,QAOA,High,305,ibm_brisbane,354,0.851,290.46,Online,0.000666,0.003053,0.89,Eagle r3,0.348
66,135,0.0401,BellState,Low,350,ibm_pittsburgh,263,0.933,408.43,Online,0.000767,0.004543,0.958,Heron r3,0.37
154,990,0.0163,BellState,Low,57,ibm_pittsburgh,65,0.752,116.15,Online,0.000788,0.004552,0.871,Heron r3,0.717
86,1565,0.0289,QuantumFourier,Medium,411,ibm_pittsburgh,204,0.949,350.46,Online,0.000745,0.004631,0.895,Heron r3,0.545
34,1413,0.0129,QuantumFourier,High,422,ibm_kingston,207,0.785,340.39,Online,0.000967,0.003747,0.982,Heron r2,0.738
155,1882,0.0497,QAOA,High,323,ibm_pittsburgh,397,0.944,599.88,Online,0.000797,0.0045,0.966,Heron r3,0.205
193,1287,0.0475,QuantumFourier,High,176,ibm_marrakesh,134,0.754,258.66,Online,0.000954,0.003247,0.745,Heron r2,0.266
137,210,0.03,QuantumFourier,High,63,ibm_kingston,211,0.851,208.45,Online,0.000973,0.003766,0.78,Heron r2,0.511
47,862,0.03,QAOA,High,537,ibm_fez,118,0.952,114.12,Online,0.001321,0.004481,0.832,Heron r2,0.559
193,1409,0.0479,Grover,High,332,ibm_pittsburgh,162,0.906,323.47,Online,0.000764,0.004377,0.94,Heron r3,0.281
50,1906,0.0144,QAOA,High,62,ibm_torino,64,0.838,70.1,Online,0.001141,0.019902,0.935,Heron r1,0.766
46,1404,0.0379,Grover,Medium,112,ibm_kingston,26,0.882,49.18,Online,0.000948,0.003564,0.738,Heron r2,0.453
41,881,0.0477,VQE,High,220,ibm_brisbane,123,0.813,138.97,Online,0.000732,0.002908,0.794,Eagle r3,0.274
87,1126,0.0094,QuantumFourier,High,80,ibm_kingston,369,0.902,509.28,Online,0.00099,0.003556,0.915,Heron r2,0.77
68,339,0.0465,Grover,Medium,542,ibm_marrakesh,345,0.82,431.49,Online,0.00093,0.003213,0.943,Heron r2,0.24
173,277,0.0023,Grover,High,570,ibm_torino,297,0.755,184.87,Online,0.001153,0.020732,0.906,Heron r1,0.861
81,1108,0.0069,BellState,High,484,ibm_brisbane,360,0.937,492.68,Online,0.000732,0.003008,0.946,Eagle r3,0.811
104,1228,0.0335,QuantumFourier,Low,164,ibm_brisbane,276,0.859,452.45,Online,0.000675,0.003109,0.948,Eagle r3,0.443
10,1628,0.0086,QAOA,Medium,153,ibm_torino,196,0.785,288.24,Online,0.001189,0.020536,0.964,Heron r1,0.804
168,304,0.0349,QuantumFourier,Medium,348,ibm_kingston,158,0.815,89.15,Online,0.000985,0.003614,0.982,Heron r2,0.449
124,199,0.0168,QAOA,Medium,374,ibm_pittsburgh,348,0.889,191.18,Online,0.000782,0.004721,0.88,Heron r3,0.667
26,864,0.0186,QuantumFourier,Low,35,ibm_marrakesh,9,0.775,11.58,Online,0.000948,0.003054,0.945,Heron r2,0.706
87,1838,0.0116,VQE,High,489,ibm_torino,239,0.866,444.59,Online,0.001232,0.019651,0.729,Heron r1,0.768
164,1808,0.0167,Grover,Medium,517,ibm_kingston,208,0.814,250.77,Online,0.00099,0.00373,0.81,Heron r2,0.691
151,802,0.0389,Grover,High,360,ibm_pittsburgh,204,0.803,281.94,Online,0.000767,0.004793,0.887,Heron r3,0.376
64,1832,0.0419,BellState,Medium,317,ibm_torino,379,0.952,621.39,Online,0.001194,0.020752,0.751,Heron r1,0.326
10,267,0.0377,QuantumFourier,Medium,366,ibm_marrakesh,294,0.858,324.94,Online,0.000909,0.003141,0.748,Heron r2,0.383
49,1910,0.0319,BellState,Low,210,ibm_pittsburgh,319,0.795,164.31,Online,0.000815,0.004546,0.842,Heron r3,0.444
30,1811,0.0382,QAOA,Low,485,ibm_marrakesh,260,0.782,371.57,Online,0.000953,0.003304,0.938,Heron r2,0.37
16,1174,0.0183,QAOA,Low,42,ibm_marrakesh,393,0.803,769.04,Online,0.000927,0.003158,0.844,Heron r2,0.619
160,1419,0.0371,QuantumFourier,Medium,93,ibm_torino,146,0.97,87.89,Online,0.001223,0.019631,0.988,Heron r1,0.455
56,520,0.0329,Grover,Medium,266,ibm_pittsburgh,21,0.911,14.34,Online,0.000819,0.004454,0.733,Heron r3,0.528
22,644,0.0343,QAOA,Medium,440,ibm_kingston,51,0.885,93.09,Online,0.000954,0.003735,0.713,Heron r2,0.497
36,1618,0.0116,QAOA,High,278,ibm_kingston,272,0.847,185.28,Online,0.000942,0.003867,0.725,Heron r2,0.752
173,1484,0.0159,BellState,Low,463,ibm_torino,121,0.899,234.65,Online,0.001177,0.020692,0.977,Heron r1,0.743
136,160,0.024,BellState,Medium,238,ibm_marrakesh,36,0.895,63.88,Online,0.000906,0.00328,0.882,Heron r2,0.647
164,1263,0.0249,BellState,Medium,285,ibm_kingston,163,0.84,186.8,Online,0.001005,0.003538,0.893,Heron r2,0.593
19,1547,0.0159,Grover,Low,384,ibm_pittsburgh,111,0.951,84.51,Online,0.000818,0.004552,0.828,Heron r3,0.751
50,1733,0.0184,VQE,Medium,258,ibm_pittsburgh,316,0.897,516.33,Online,0.000779,0.004685,0.735,Heron r3,0.654
21,240,0.0418,QAOA,Low,46,ibm_pittsburgh,62,0.802,51.86,Online,0.000814,0.004414,0.937,Heron r3,0.371
65,596,0.007,QuantumFourier,High,64,ibm_kingston,118,0.792,111.17,Online,0.00096,0.003573,0.881,Heron r2,0.844
34,1056,0.0051,VQE,Low,545,ibm_pittsburgh,239,0.867,130.82,Online,0.00075,0.004472,0.913,Heron r3,0.853
157,280,0.0439,QAOA,High,453,ibm_marrakesh,97,0.829,102.51,Online,0.000906,0.00333,0.767,Heron r2,0.34
39,1481,0.0093,VQE,High,446,ibm_torino,19,0.901,33.76,Online,0.001237,0.019082,0.892,Heron r1,0.863
149,1325,0.0227,QuantumFourier,High,202,ibm_torino,389,0.932,582.5,Online,0.001209,0.020784,0.717,Heron r1,0.588
100,1724,0.0496,VQE,Medium,290,ibm_marrakesh,205,0.927,180.25,Online,0.000989,0.003323,0.972,Heron r2,0.254
18,1495,0.046,BellState,Medium,240,ibm_pittsburgh,59,0.858,57.32,Online,0.000777,0.004535,0.938,Heron r3,0.324
157,1173,0.0121,QAOA,Low,134,ibm_marrakesh,291,0.948,284.48,Online,0.000982,0.003239,0.711,Heron r2,0.761
121,1806,0.0219,BellState,High,151,ibm_fez,204,0.818,140.67,Online,0.001345,0.004547,0.873,Heron r2,0.625
125,1479,0.0363,BellState,Low,166,ibm_brisbane,286,0.862,510.34,Online,0.000681,0.002965,0.859,Eagle r3,0.402
70,361,0.0476,VQE,High,170,ibm_kingston,232,0.95,155.95,Online,0.001014,0.003836,0.874,Heron r2,0.28
30,1022,0.0189,Grover,High,340,ibm_brisbane,84,0.778,155.42,Online,0.000675,0.003115,0.922,Eagle r3,0.679
41,1435,0.0207,QAOA,High,203,ibm_brisbane,34,0.784,47.65,Online,0.000726,0.003117,0.889,Eagle r3,0.669
181,443,0.014,BellState,High,196,ibm_brisbane,283,0.804,345.54,Online,0.00069,0.002862,0.748,Eagle r3,0.704
107,1928,0.0362,QAOA,High,59,ibm_torino,213,0.934,127.2,Online,0.001228,0.020743,0.751,Heron r1,0.444
192,1229,0.0283,BellState,Low,355,ibm_fez,171,0.859,131.15,Online,0.00125,0.004829,0.952,Heron r2,0.55
21,427,0.014,VQE,Low,98,ibm_brisbane,108,0.953,71.84,Online,0.000671,0.003139,0.74,Eagle r3,0.777
154,1161,0.0413,QuantumFourier,High,200,ibm_marrakesh,39,0.772,23.43,Online,0.000988,0.003177,0.743,Heron r2,0.38
74,200,0.0192,Grover,High,222,ibm_marrakesh,357,0.933,201.87,Online,0.000926,0.003255,0.863,Heron r2,0.642
121,402,0.0367,QAOA,Low,410,ibm_marrakesh,297,0.845,246.21,Online,0.000927,0.003249,0.786,Heron r2,0.394
27,285,0.0127,BellState,High,308,ibm_brisbane,67,0.758,106.67,Online,0.000707,0.002927,0.828,Eagle r3,0.767
93,554,0.0445,VQE,High,37,ibm_brisbane,362,0.976,461.24,Online,0.000668,0.003062,0.744,Eagle r3,0.291
63,445,0.0169,QuantumFourier,Medium,359,ibm_kingston,143,0.831,217.89,Online,0.001018,0.00381,0.882,Heron r2,0.708
182,752,0.0209,QAOA,Low,87,ibm_pittsburgh,147,0.777,99.7,Online,0.000799,0.004638,0.888,Heron r3,0.637
137,1356,0.0043,BellState,High,318,ibm_fez,42,0.798,62.18,Online,0.001274,0.004758,0.866,Heron r2,0.907
189,1281,0.0293,VQE,High,310,ibm_brisbane,153,0.793,78.83,Online,0.000686,0.003134,0.803,Eagle r3,0.52
57,1811,0.0043,QAOA,Medium,323,ibm_torino,390,0.927,575.92,Online,0.001233,0.019648,0.937,Heron r1,0.845
71,1059,0.0156,VQE,High,36,ibm_fez,355,0.772,389.56,Online,0.001311,0.004715,0.859,Heron r2,0.666
60,985,0.0303,VQE,Low,344,ibm_torino,281,0.862,348.08,Online,0.001165,0.019415,0.85,Heron r1,0.494
123,736,0.0199,QAOA,Low,582,ibm_kingston,299,0.801,545.35,Online,0.000998,0.003678,0.733,Heron r2,0.621
14,1815,0.0425,VQE,Low,363,ibm_kingston,247,0.929,328.29,Online,0.001015,0.003573,0.725,Heron r2,0.343
198,550,0.0431,Grover,Medium,111,ibm_brisbane,263,0.951,255.49,Online,0.000686,0.0029,0.913,Eagle r3,0.331
127,294,0.047,VQE,Low,35,ibm_marrakesh,352,0.958,607.56,Online,0.000908,0.003231,0.836,Heron r2,0.258
37,337,0.0225,QuantumFourier,Low,582,ibm_pittsburgh,28,0.891,23.44,Online,0.000798,0.004656,0.882,Heron r3,0.667
64,634,0.0196,VQE,Low,585,ibm_marrakesh,99,0.87,50.23,Online,0.000974,0.003041,0.845,Heron r2,0.688
10,170,0.0302,VQE,High,486,ibm_pittsburgh,188,0.829,256.71,Online,0.000783,0.004406,0.933,Heron r3,0.507
62,1887,0.0155,Grover,Medium,139,ibm_fez,218,0.913,298.55,Online,0.001286,0.004433,0.896,Heron r2,0.729
65,1941,0.0063,QAOA,Medium,339,ibm_fez,35,0.824,24.27,Online,0.001305,0.00453,0.766,Heron r2,0.886
169,1170,0.0342,Grover,Low,184,ibm_kingston,229,0.825,319.95,Online,0.00101,0.00385,0.753,Heron r2,0.443
126,1799,0.041,BellState,High,427,ibm_marrakesh,124,0.961,71.01,Online,0.000929,0.003183,0.704,Heron r2,0.4
38,482,0.0369,QAOA,Low,479,ibm_pittsburgh,73,0.883,51.66,Online,0.000809,0.004544,0.865,Heron r3,0.453
50,1031,0.0395,VQE,Medium,250,ibm_fez,213,0.906,196.85,Online,0.001311,0.00479,0.978,Heron r2,0.393
173,1786,0.0271,Grover,High,148,ibm_brisbane,349,0.927,451.43,Online,0.00067,0.003071,0.83,Eagle r3,0.528
197,616,0.0044,QuantumFourier,High,189,ibm_pittsburgh,148,0.886,134.19,Online,0.000759,0.00458,0.897,Heron r3,0.889
95,852,0.0225,BellState,Medium,371,ibm_pittsburgh,97,0.766,114.84,Online,0.00076,0.004704,0.932,Heron r3,0.625
189,1248,0.0426,VQE,Low,93,ibm_brisbane,282,0.825,455.99,Online,0.000695,0.002941,0.802,Eagle r3,0.308
34,1445,0.0303,QuantumFourier,High,538,ibm_marrakesh,375,0.818,614.53,Online,0.000994,0.003335,0.753,Heron r2,0.46
130,789,0.0295,QAOA,Low,338,ibm_torino,20,0.933,29.1,Online,0.001238,0.019169,0.865,Heron r1,0.586
120,1799,0.0198,QuantumFourier,High,42,ibm_kingston,57,0.797,78.8,Online,0.001001,0.003802,0.846,Heron r2,0.682
153,1348,0.0331,BellState,High,535,ibm_torino,241,0.874,446.02,Online,0.001167,0.020181,0.754,Heron r1,0.467
114,858,0.0138,BellState,High,327,ibm_torino,195,0.925,104.09,Online,0.001233,0.019353,0.941,Heron r1,0.76
86,1144,0.0092,QuantumFourier,Medium,94,ibm_fez,64,0.754,64.61,Online,0.001333,0.004454,0.947,Heron r2,0.825
178,903,0.0421,BellState,Low,348,ibm_brisbane,87,0.943,115.71,Online,0.000704,0.003094,0.974,Eagle r3,0.387
171,430,0.0381,VQE,High,144,ibm_fez,368,0.877,221.03,Online,0.001271,0.004735,0.824,Heron r2,0.368
56,698,0.0456,Grover,Low,343,ibm_pittsburgh,146,0.969,124.04,Online,0.000749,0.004377,0.978,Heron r3,0.329
20,1211,0.035,QAOA,Low,60,ibm_kingston,356,0.824,326.89,Online,0.000999,0.00369,0.797,Heron r2,0.4
181,110,0.0471,QAOA,High,597,ibm_torino,178,0.936,300.87,Online,0.0012,0.019768,0.751,Heron r1,0.3
20,1286,0.0223,QuantumFourier,Medium,414,ibm_torino,32,0.938,27.73,Online,0.00122,0.020213,0.728,Heron r1,0.684
144,1914,0.0356,VQE,Medium,331,ibm_brisbane,274,0.858,457.39,Online,0.000695,0.003075,0.74,Eagle r3,0.414
136,140,0.0252,BellState,Low,443,ibm_torino,106,0.776,109.08,Online,0.001153,0.020559,0.935,Heron r1,0.592
186,1753,0.0397,Grover,Low,181,ibm_brisbane,282,0.98,516.07,Online,0.000674,0.002883,0.767,Eagle r3,0.379
58,1434,0.027,BellState,High,223,ibm_torino,67,0.963,108.91,Online,0.001218,0.019484,0.87,Heron r1,0.615
99,1639,0.0313,QAOA,High,277,ibm_fez,191,0.846,180.88,Online,0.001355,0.004558,0.817,Heron r2,0.502
74,847,0.0174,QAOA,Medium,142,ibm_torino,266,0.848,193.8,Online,0.001232,0.01939,0.839,Heron r1,0.677
46,799,0.012,BellState,Medium,482,ibm_torino,172,0.764,204.16,Online,0.001221,0.020484,0.854,Heron r1,0.759
176,835,0.0405,VQE,Low,83,ibm_marrakesh,163,0.923,314.05,Online,0.000958,0.003349,0.745,Heron r2,0.39
182,1680,0.0149,QuantumFourier,High,323,ibm_marrakesh,287,0.831,190.4,Online,0.000976,0.003183,0.893,Heron r2,0.7
151,392,0.0346,VQE,High,376,ibm_torino,269,0.834,505.76,Online,0.001208,0.019569,0.845,Heron r1,0.432
93,872,0.042,QuantumFourier,Low,80,ibm_kingston,37,0.9,22.6,Online,0.001014,0.003616,0.753,Heron r2,0.397
137,400,0.0135,Grover,Medium,494,ibm_torino,151,0.911,195.1,Online,0.001142,0.019727,0.859,Heron r1,0.771
24,627,0.0402,BellState,High,57,ibm_fez,262,0.802,242.06,Online,0.001262,0.004676,0.989,Heron r2,0.35
80,1559,0.0067,Grover,Medium,383,ibm_torino,263,0.765,344.08,Online,0.001198,0.020814,0.874,Heron r1,0.81
150,791,0.0065,QAOA,Low,74,ibm_fez,134,0.802,233.11,Online,0.001313,0.004686,0.725,Heron r2,0.854
150,277,0.0254,QuantumFourier,Low,336,ibm_pittsburgh,35,0.895,21.36,Online,0.000751,0.004609,0.93,Heron r3,0.625
139,1179,0.0065,Grover,Medium,121,ibm_pittsburgh,81,0.956,129.0,Online,0.000752,0.004645,0.715,Heron r3,0.89
125,643,0.0288,VQE,Medium,117,ibm_torino,160,0.775,201.37,Online,0.001178,0.019543,0.853,Heron r1,0.528
19,1578,0.0263,QuantumFourier,Medium,105,ibm_brisbane,223,0.784,337.25,Online,0.000681,0.002943,0.874,Eagle r3,0.542
191,1683,0.0344,QuantumFourier,High,518,ibm_brisbane,149,0.964,182.06,Online,0.00068,0.002977,0.937,Eagle r3,0.483
23,245,0.0128,QAOA,Medium,478,ibm_brisbane,245,0.867,361.81,Online,0.00072,0.00301,0.971,Eagle r3,0.743
87,1645,0.0169,BellState,Medium,256,ibm_torino,218,0.965,383.34,Online,0.001203,0.020128,0.933,Heron r1,0.719
142,614,0.0278,QAOA,High,483,ibm_brisbane,266,0.806,518.83,Online,0.000729,0.003012,0.743,Eagle r3,0.516
184,1655,0.0479,QAOA,Low,209,ibm_fez,94,0.863,56.17,Online,0.001285,0.004643,0.988,Heron r2,0.296
140,1005,0.0361,QuantumFourier,High,408,ibm_brisbane,281,0.944,166.43,Online,0.000729,0.002951,0.97,Eagle r3,0.423
40,172,0.0233,Grover,Medium,366,ibm_kingston,224,0.934,153.11,Online,0.000933,0.003657,0.927,Heron r2,0.618
143,1671,0.0403,QuantumFourier,Low,400,ibm_torino,282,0.922,517.64,Online,0.001259,0.01953,0.854,Heron r1,0.367
188,1911,0.0472,QuantumFourier,Low,40,ibm_marrakesh,382,0.884,313.7,Online,0.000903,0.003303,0.921,Heron r2,0.233
83,243,0.0039,Grover,Low,383,ibm_kingston,280,0.811,280.35,Online,0.00095,0.003712,0.943,Heron r2,0.851
180,1332,0.0199,QuantumFourier,High,88,ibm_torino,267,0.835,411.36,Online,0.001202,0.019845,0.836,Heron r1,0.638
18,1563,0.0429,BellState,Low,330,ibm_kingston,170,0.811,328.88,Online,0.001018,0.003801,0.778,Heron r2,0.333
102,1772,0.0203,Grover,Low,448,ibm_kingston,202,0.938,132.17,Online,0.000993,0.003553,0.923,Heron r2,0.667
63,1324,0.0105,QAOA,Low,215,ibm_torino,144,0.95,209.63,Online,0.001186,0.020725,0.717,Heron r1,0.824
59,1796,0.0065,QAOA,High,475,ibm_pittsburgh,220,0.977,371.36,Online,0.000781,0.004788,0.773,Heron r3,0.86
114,895,0.0402,Grover,High,219,ibm_torino,55,0.927,70.52,Online,0.001149,0.020978,0.823,Heron r1,0.425
55,1556,0.021,BellState,Medium,78,ibm_marrakesh,148,0.865,221.85,Online,0.00097,0.003253,0.903,Heron r2,0.656
125,1558,0.0243,VQE,Low,201,ibm_pittsburgh,15,0.753,15.7,Online,0.000797,0.004648,0.772,Heron r3,0.618
146,980,0.0161,Grover,Low,595,ibm_pittsburgh,64,0.777,65.38,Online,0.000798,0.004667,0.711,Heron r3,0.725
164,397,0.0095,BellState,Medium,70,ibm_torino,264,0.92,328.18,Online,0.001211,0.020842,0.838,Heron r1,0.802
144,1680,0.0448,Grover,Low,407,ibm_fez,51,0.841,58.17,Online,0.00125,0.004803,0.71,Heron r2,0.346
88,474,0.0273,VQE,Medium,57,ibm_kingston,371,0.925,636.27,Online,0.000973,0.003784,0.921,Heron r2,0.524
124,1951,0.0326,QuantumFourier,Low,257,ibm_kingston,100,0.976,169.97,Online,0.000987,0.003529,0.905,Heron r2,0.528
52,171,0.0306,QuantumFourier,Low,230,ibm_fez,325,0.966,222.94,Online,0.001238,0.004748,0.932,Heron r2,0.501
56,1069,0.0244,Grover,Medium,87,ibm_marrakesh,43,0.786,33.41,Online,0.000985,0.003063,0.927,Heron r2,0.619
157,1911,0.0035,VQE,Low,54,ibm_fez,267,0.938,152.95,Online,0.001359,0.004812,0.874,Heron r2,0.891
77,412,0.0402,QuantumFourier,Medium,372,ibm_kingston,202,0.96,375.57,Online,0.000939,0.003606,0.716,Heron r2,0.392
